[DEBUG][2020-08-17 16:58:29,023][com.uxsino.testFileUtiles]HAHA
[DEBUG][2020-08-31 16:40:43,636][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE
[DEBUG][2020-08-31 16:40:43,639][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE_BYTES
[DEBUG][2020-08-31 16:40:43,640][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE
[DEBUG][2020-08-31 16:40:43,641][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE_BYTES
[DEBUG][2020-08-31 16:40:43,641][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: WRITER_QUEUE_LENGTH
[DEBUG][2020-08-31 16:40:43,642][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: REMOTE_SIZE
[DEBUG][2020-08-31 16:40:43,642][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LAST_REJOIN_TIMESTAMP
[DEBUG][2020-08-31 16:40:43,657][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_GET
[DEBUG][2020-08-31 16:40:43,658][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_PUT
[DEBUG][2020-08-31 16:40:43,659][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_REMOVE
[DEBUG][2020-08-31 16:40:43,659][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_GET
[DEBUG][2020-08-31 16:40:43,660][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_PUT
[DEBUG][2020-08-31 16:40:43,660][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_REMOVE
[DEBUG][2020-08-31 16:40:43,661][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_COMMIT
[DEBUG][2020-08-31 16:40:43,662][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_ROLLBACK
[DEBUG][2020-08-31 16:40:43,662][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_RECOVERY
[DEBUG][2020-08-31 16:40:43,663][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: CLUSTER_EVENT
[DEBUG][2020-08-31 16:40:43,664][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: NONSTOP
[DEBUG][2020-08-31 16:40:43,670][net.sf.ehcache.Cache]Initialised cache: HelloWorldCache
[DEBUG][2020-08-31 16:40:43,671][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured. Skipping for 'HelloWorldCache'.
[DEBUG][2020-08-31 16:40:43,671][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured for defaultCache. Skipping for 'HelloWorldCache'.
[DEBUG][2020-08-31 16:43:38,394][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from file: .\src\main\resources\ehcache.xml
[DEBUG][2020-08-31 16:43:38,398][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from InputStream
[DEBUG][2020-08-31 16:43:38,475][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xmlns:xsi
[DEBUG][2020-08-31 16:43:38,477][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xsi:noNamespaceSchemaLocation
[DEBUG][2020-08-31 16:43:38,479][net.sf.ehcache.config.DiskStoreConfiguration]Disk Store Path: C:\Users\uxdb\AppData\Local\Temp\/ehcache
[DEBUG][2020-08-31 16:43:38,496][net.sf.ehcache.CacheManager]Creating new CacheManager with config file: ./src/main/resources/ehcache.xml
[DEBUG][2020-08-31 16:43:38,499][net.sf.ehcache.util.PropertyUtil]propertiesString is null.
[DEBUG][2020-08-31 16:43:38,508][net.sf.ehcache.config.ConfigurationHelper]No CacheManagerEventListenerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:43:39,008][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-08-31 16:43:39,009][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-08-31 16:43:39,009][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:43:39,018][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-08-31 16:43:39,018][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-08-31 16:43:39,018][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:43:39,033][net.sf.ehcache.store.MemoryStore]Initialized net.sf.ehcache.store.MemoryStore for CacheTest
[DEBUG][2020-08-31 16:43:39,062][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE
[DEBUG][2020-08-31 16:43:39,064][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE_BYTES
[DEBUG][2020-08-31 16:43:39,064][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE
[DEBUG][2020-08-31 16:43:39,065][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE_BYTES
[DEBUG][2020-08-31 16:43:39,065][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: WRITER_QUEUE_LENGTH
[DEBUG][2020-08-31 16:43:39,066][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: REMOTE_SIZE
[DEBUG][2020-08-31 16:43:39,066][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LAST_REJOIN_TIMESTAMP
[DEBUG][2020-08-31 16:43:39,077][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_GET
[DEBUG][2020-08-31 16:43:39,078][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_PUT
[DEBUG][2020-08-31 16:43:39,079][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_REMOVE
[DEBUG][2020-08-31 16:43:39,079][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_GET
[DEBUG][2020-08-31 16:43:39,079][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_PUT
[DEBUG][2020-08-31 16:43:39,080][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_REMOVE
[DEBUG][2020-08-31 16:43:39,081][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_COMMIT
[DEBUG][2020-08-31 16:43:39,082][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_ROLLBACK
[DEBUG][2020-08-31 16:43:39,082][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_RECOVERY
[DEBUG][2020-08-31 16:43:39,083][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: CLUSTER_EVENT
[DEBUG][2020-08-31 16:43:39,084][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: NONSTOP
[DEBUG][2020-08-31 16:43:39,091][net.sf.ehcache.Cache]Initialised cache: CacheTest
[DEBUG][2020-08-31 16:43:39,091][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured. Skipping for 'CacheTest'.
[DEBUG][2020-08-31 16:43:39,091][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured for defaultCache. Skipping for 'CacheTest'.
[DEBUG][2020-08-31 16:44:26,164][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from file: .\src\main\resources\ehcache.xml
[DEBUG][2020-08-31 16:44:26,167][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from InputStream
[DEBUG][2020-08-31 16:44:26,251][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xmlns:xsi
[DEBUG][2020-08-31 16:44:26,254][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xsi:noNamespaceSchemaLocation
[DEBUG][2020-08-31 16:44:26,257][net.sf.ehcache.config.DiskStoreConfiguration]Disk Store Path: C:\Users\uxdb\AppData\Local\Temp\/ehcache
[DEBUG][2020-08-31 16:44:26,276][net.sf.ehcache.CacheManager]Creating new CacheManager with config file: ./src/main/resources/ehcache.xml
[DEBUG][2020-08-31 16:44:26,278][net.sf.ehcache.util.PropertyUtil]propertiesString is null.
[DEBUG][2020-08-31 16:44:26,287][net.sf.ehcache.config.ConfigurationHelper]No CacheManagerEventListenerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:44:26,797][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-08-31 16:44:26,797][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-08-31 16:44:26,797][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:44:26,803][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-08-31 16:44:26,804][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-08-31 16:44:26,804][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:44:26,821][net.sf.ehcache.store.MemoryStore]Initialized net.sf.ehcache.store.MemoryStore for CacheTest
[DEBUG][2020-08-31 16:44:26,850][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE
[DEBUG][2020-08-31 16:44:26,852][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE_BYTES
[DEBUG][2020-08-31 16:44:26,853][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE
[DEBUG][2020-08-31 16:44:26,853][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE_BYTES
[DEBUG][2020-08-31 16:44:26,853][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: WRITER_QUEUE_LENGTH
[DEBUG][2020-08-31 16:44:26,854][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: REMOTE_SIZE
[DEBUG][2020-08-31 16:44:26,854][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LAST_REJOIN_TIMESTAMP
[DEBUG][2020-08-31 16:44:26,864][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_GET
[DEBUG][2020-08-31 16:44:26,864][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_PUT
[DEBUG][2020-08-31 16:44:26,865][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_REMOVE
[DEBUG][2020-08-31 16:44:26,865][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_GET
[DEBUG][2020-08-31 16:44:26,866][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_PUT
[DEBUG][2020-08-31 16:44:26,866][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_REMOVE
[DEBUG][2020-08-31 16:44:26,866][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_COMMIT
[DEBUG][2020-08-31 16:44:26,867][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_ROLLBACK
[DEBUG][2020-08-31 16:44:26,867][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_RECOVERY
[DEBUG][2020-08-31 16:44:26,868][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: CLUSTER_EVENT
[DEBUG][2020-08-31 16:44:26,869][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: NONSTOP
[DEBUG][2020-08-31 16:44:26,875][net.sf.ehcache.Cache]Initialised cache: CacheTest
[DEBUG][2020-08-31 16:44:26,875][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured. Skipping for 'CacheTest'.
[DEBUG][2020-08-31 16:44:26,875][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured for defaultCache. Skipping for 'CacheTest'.
[DEBUG][2020-08-31 16:45:45,210][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from file: .\src\main\resources\ehcache.xml
[DEBUG][2020-08-31 16:45:45,214][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from InputStream
[DEBUG][2020-08-31 16:45:45,295][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xmlns:xsi
[DEBUG][2020-08-31 16:45:45,298][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xsi:noNamespaceSchemaLocation
[DEBUG][2020-08-31 16:45:45,300][net.sf.ehcache.config.DiskStoreConfiguration]Disk Store Path: C:\Users\uxdb\AppData\Local\Temp\/ehcache
[DEBUG][2020-08-31 16:45:45,314][net.sf.ehcache.CacheManager]Creating new CacheManager with config file: ./src/main/resources/ehcache.xml
[DEBUG][2020-08-31 16:45:45,316][net.sf.ehcache.util.PropertyUtil]propertiesString is null.
[DEBUG][2020-08-31 16:45:45,325][net.sf.ehcache.config.ConfigurationHelper]No CacheManagerEventListenerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:45:45,852][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-08-31 16:45:45,852][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-08-31 16:45:45,852][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:45:45,860][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-08-31 16:45:45,860][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-08-31 16:45:45,861][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:45:45,876][net.sf.ehcache.store.MemoryStore]Initialized net.sf.ehcache.store.MemoryStore for CacheTest
[DEBUG][2020-08-31 16:45:45,903][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE
[DEBUG][2020-08-31 16:45:45,906][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE_BYTES
[DEBUG][2020-08-31 16:45:45,907][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE
[DEBUG][2020-08-31 16:45:45,907][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE_BYTES
[DEBUG][2020-08-31 16:45:45,908][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: WRITER_QUEUE_LENGTH
[DEBUG][2020-08-31 16:45:45,908][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: REMOTE_SIZE
[DEBUG][2020-08-31 16:45:45,909][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LAST_REJOIN_TIMESTAMP
[DEBUG][2020-08-31 16:45:45,923][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_GET
[DEBUG][2020-08-31 16:45:45,923][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_PUT
[DEBUG][2020-08-31 16:45:45,924][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_REMOVE
[DEBUG][2020-08-31 16:45:45,925][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_GET
[DEBUG][2020-08-31 16:45:45,925][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_PUT
[DEBUG][2020-08-31 16:45:45,926][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_REMOVE
[DEBUG][2020-08-31 16:45:45,930][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_COMMIT
[DEBUG][2020-08-31 16:45:45,931][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_ROLLBACK
[DEBUG][2020-08-31 16:45:45,931][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_RECOVERY
[DEBUG][2020-08-31 16:45:45,932][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: CLUSTER_EVENT
[DEBUG][2020-08-31 16:45:45,933][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: NONSTOP
[DEBUG][2020-08-31 16:45:45,937][net.sf.ehcache.Cache]Initialised cache: CacheTest
[DEBUG][2020-08-31 16:45:45,937][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured. Skipping for 'CacheTest'.
[DEBUG][2020-08-31 16:45:45,937][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured for defaultCache. Skipping for 'CacheTest'.
[DEBUG][2020-08-31 16:48:34,640][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from file: .\src\main\resources\ehcache.xml
[DEBUG][2020-08-31 16:48:34,644][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from InputStream
[DEBUG][2020-08-31 16:48:34,716][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xmlns:xsi
[DEBUG][2020-08-31 16:48:34,720][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xsi:noNamespaceSchemaLocation
[DEBUG][2020-08-31 16:48:34,723][net.sf.ehcache.config.DiskStoreConfiguration]Disk Store Path: C:\Users\uxdb\AppData\Local\Temp\/ehcache
[DEBUG][2020-08-31 16:48:34,742][net.sf.ehcache.CacheManager]Creating new CacheManager with config file: ./src/main/resources/ehcache.xml
[DEBUG][2020-08-31 16:48:34,744][net.sf.ehcache.util.PropertyUtil]propertiesString is null.
[DEBUG][2020-08-31 16:48:34,754][net.sf.ehcache.config.ConfigurationHelper]No CacheManagerEventListenerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:35,280][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:35,280][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-08-31 16:48:35,281][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:35,289][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:35,289][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-08-31 16:48:35,289][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:35,306][net.sf.ehcache.store.MemoryStore]Initialized net.sf.ehcache.store.MemoryStore for CacheTest
[DEBUG][2020-08-31 16:48:35,339][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE
[DEBUG][2020-08-31 16:48:35,342][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE_BYTES
[DEBUG][2020-08-31 16:48:35,343][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE
[DEBUG][2020-08-31 16:48:35,343][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE_BYTES
[DEBUG][2020-08-31 16:48:35,344][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: WRITER_QUEUE_LENGTH
[DEBUG][2020-08-31 16:48:35,344][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: REMOTE_SIZE
[DEBUG][2020-08-31 16:48:35,345][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LAST_REJOIN_TIMESTAMP
[DEBUG][2020-08-31 16:48:35,360][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_GET
[DEBUG][2020-08-31 16:48:35,361][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_PUT
[DEBUG][2020-08-31 16:48:35,362][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_REMOVE
[DEBUG][2020-08-31 16:48:35,362][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_GET
[DEBUG][2020-08-31 16:48:35,362][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_PUT
[DEBUG][2020-08-31 16:48:35,363][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_REMOVE
[DEBUG][2020-08-31 16:48:35,363][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_COMMIT
[DEBUG][2020-08-31 16:48:35,364][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_ROLLBACK
[DEBUG][2020-08-31 16:48:35,364][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: XA_RECOVERY
[DEBUG][2020-08-31 16:48:35,365][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: CLUSTER_EVENT
[DEBUG][2020-08-31 16:48:35,365][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: NONSTOP
[DEBUG][2020-08-31 16:48:35,370][net.sf.ehcache.Cache]Initialised cache: CacheTest
[DEBUG][2020-08-31 16:48:35,370][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured. Skipping for 'CacheTest'.
[DEBUG][2020-08-31 16:48:35,370][net.sf.ehcache.config.ConfigurationHelper]CacheDecoratorFactory not configured for defaultCache. Skipping for 'CacheTest'.
[DEBUG][2020-08-31 16:48:43,009][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from file: .\src\main\resources\ehcache.xml
[DEBUG][2020-08-31 16:48:43,012][net.sf.ehcache.config.ConfigurationFactory]Configuring ehcache from InputStream
[DEBUG][2020-08-31 16:48:43,086][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xmlns:xsi
[DEBUG][2020-08-31 16:48:43,089][net.sf.ehcache.config.BeanHandler]Ignoring ehcache attribute xsi:noNamespaceSchemaLocation
[DEBUG][2020-08-31 16:48:43,092][net.sf.ehcache.config.DiskStoreConfiguration]Disk Store Path: C:\Users\uxdb\AppData\Local\Temp\/ehcache
[DEBUG][2020-08-31 16:48:43,109][net.sf.ehcache.CacheManager]Creating new CacheManager with config file: ./src/main/resources/ehcache.xml
[DEBUG][2020-08-31 16:48:43,110][net.sf.ehcache.util.PropertyUtil]propertiesString is null.
[DEBUG][2020-08-31 16:48:43,119][net.sf.ehcache.config.ConfigurationHelper]No CacheManagerEventListenerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:43,645][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:43,645][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-08-31 16:48:43,646][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:43,652][net.sf.ehcache.Cache]No BootstrapCacheLoaderFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:43,652][net.sf.ehcache.Cache]CacheWriter factory not configured. Skipping...
[DEBUG][2020-08-31 16:48:43,653][net.sf.ehcache.config.ConfigurationHelper]No CacheExceptionHandlerFactory class specified. Skipping...
[DEBUG][2020-08-31 16:48:43,666][net.sf.ehcache.store.MemoryStore]Initialized net.sf.ehcache.store.MemoryStore for CacheTest
[DEBUG][2020-08-31 16:48:43,698][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE
[DEBUG][2020-08-31 16:48:43,700][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_OFFHEAP_SIZE_BYTES
[DEBUG][2020-08-31 16:48:43,701][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE
[DEBUG][2020-08-31 16:48:43,702][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LOCAL_DISK_SIZE_BYTES
[DEBUG][2020-08-31 16:48:43,702][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: WRITER_QUEUE_LENGTH
[DEBUG][2020-08-31 16:48:43,702][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: REMOTE_SIZE
[DEBUG][2020-08-31 16:48:43,703][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Pass-Through Statistic: LAST_REJOIN_TIMESTAMP
[DEBUG][2020-08-31 16:48:43,715][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_GET
[DEBUG][2020-08-31 16:48:43,716][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_PUT
[DEBUG][2020-08-31 16:48:43,717][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: OFFHEAP_REMOVE
[DEBUG][2020-08-31 16:48:43,718][net.sf.ehcache.statistics.extended.ExtendedStatisticsImpl]Mocking Operation Statistic: DISK_GET
